ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009378,F,N,N,225000,Working,Higher education,Married,House / apartment,-11281,-1744,Core staff,4
6153588,F,N,N,225000,Working,Higher education,Married,House / apartment,-11281,-1744,Core staff,4
6153589,F,N,N,225000,Working,Higher education,Married,House / apartment,-11281,-1744,Core staff,4
5009379,M,Y,N,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,Sales staff,3
5009380,M,Y,N,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,Sales staff,3
5009381,M,Y,N,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,Sales staff,3
5009382,M,Y,N,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,Sales staff,3
6153590,M,Y,N,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,Sales staff,3
5009383,F,N,N,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,Managers,2
5009384,F,N,N,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,Managers,2
5009386,F,N,N,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,Managers,2
5009387,F,N,N,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,Managers,2
5009389,M,N,N,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,Core staff,1
5009391,M,N,N,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,Core staff,1
5009392,M,N,N,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,Core staff,1
5009393,M,N,N,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,Core staff,1
5009394,M,N,N,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,Core staff,1
5009395,M,N,N,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,Core staff,1
6153591,M,N,N,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,Core staff,1
6153592,M,N,N,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,Core staff,1
5009396,F,N,N,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,Accountants,3
5009397,F,N,N,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,Accountants,3
5009398,F,N,N,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,Accountants,3
5009399,F,N,N,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,Accountants,3
5009400,F,N,N,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,Accountants,3
5009401,F,N,N,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,Accountants,3
5009402,M,N,N,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20604,-252,Security staff,2
5009403,M,N,N,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20604,-252,Security staff,2
5009404,F,N,N,67500,Commercial associate,Higher education,Married,House / apartment,-10331,-433,Core staff,4
6153594,F,N,N,67500,Commercial associate,Higher education,Married,House / apartment,-10331,-433,Core staff,4
5009405,M,N,N,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,Drivers,2
5009406,M,N,N,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,Drivers,2
5009408,M,N,N,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,Drivers,2
5009410,M,N,N,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,Drivers,2
5112901,M,N,N,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,Drivers,2
5009415,F,N,N,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,Core staff,1
5009416,F,N,N,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,Core staff,1
5009417,F,N,N,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,Core staff,1
5009418,F,N,N,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,Core staff,1
5009419,F,N,N,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,Core staff,1
5009420,F,N,N,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,Core staff,1
5009421,F,N,N,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,Core staff,1
6153606,F,N,N,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,Core staff,1
6153607,F,N,N,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,Core staff,1
5009423,F,N,N,81000,Working,Secondary / secondary special,Civil marriage,House / apartment,-19569,-1013,Security staff,2
5009424,M,N,N,108000,Working,Secondary / secondary special,Single / not married,Co-op apartment,-8182,-1317,Cooking staff,1
5009425,M,N,N,108000,Working,Secondary / secondary special,Single / not married,Co-op apartment,-8182,-1317,Cooking staff,1
5009426,M,N,N,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-19944,365243,,2
5009427,M,N,N,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-19944,365243,,2
5009428,M,N,N,198000,Working,Secondary / secondary special,Single / not married,With parents,-8657,-1164,Laborers,1
5009429,M,N,N,198000,Working,Secondary / secondary special,Single / not married,With parents,-8657,-1164,Laborers,1
5009431,M,Y,N,360000,State servant,Higher education,Married,Municipal apartment,-14835,-1195,Drivers,2
6153608,M,Y,N,360000,State servant,Higher education,Married,Municipal apartment,-14835,-1195,Drivers,2
5009435,F,N,N,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-19940,365243,,2
5090746,F,N,N,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-19940,365243,,2
5009436,F,N,N,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,,2
5009437,F,N,N,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,,2
5009438,F,N,N,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,,2
5009439,F,N,N,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,,2
5009440,F,N,N,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,,2
5009441,F,N,N,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,,2
5009442,F,N,N,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,,2
5009443,F,N,N,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,,2
5009444,F,N,N,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,,2
6153611,F,N,N,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,,2
5009445,F,Y,N,270000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13855,-739,,2
6153612,F,Y,N,270000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13855,-739,,2
5009447,M,Y,N,81000,Working,Secondary / secondary special,Married,With parents,-14435,-3386,Drivers,2
5009448,M,Y,N,81000,Working,Secondary / secondary special,Married,With parents,-14435,-3386,Drivers,2
6153613,M,Y,N,81000,Working,Secondary / secondary special,Married,With parents,-14435,-3386,Drivers,2
5009450,F,N,N,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,Laborers,2
5009451,F,N,N,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,Laborers,2
5009452,F,N,N,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,Laborers,2
5009453,F,N,N,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,Laborers,2
5009454,F,N,N,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,Laborers,2
5009455,F,N,N,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,Laborers,2
5009456,F,N,N,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,Laborers,2
5009457,F,N,N,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,Laborers,2
5009458,F,N,N,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,Laborers,2
6153614,F,N,N,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,Laborers,2
6153615,F,N,N,202500,State servant,Higher education,Married,House / apartment,-17274,-1348,Laborers,2
5009459,F,N,N,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,,2
5009460,F,N,N,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,,2
5009465,F,N,N,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,,2
5009466,F,N,N,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,,2
5009468,F,N,N,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,,2
5009469,F,N,N,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,,2
5009470,F,N,N,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,,2
5009471,F,N,N,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,,2
5009472,F,N,N,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,,2
6153617,F,N,N,157500,Working,Secondary / secondary special,Married,House / apartment,-19702,-9870,,2
5009473,F,N,N,180000,Commercial associate,Higher education,Married,House / apartment,-13241,-4451,,2
5009481,F,N,N,180000,Commercial associate,Higher education,Married,House / apartment,-13241,-4451,,2
5009482,F,N,N,180000,Commercial associate,Higher education,Married,House / apartment,-13241,-4451,,2
6153627,F,N,N,180000,Commercial associate,Higher education,Married,House / apartment,-13241,-4451,,2
6153630,F,N,N,180000,Commercial associate,Higher education,Married,House / apartment,-13241,-4451,,2
5009484,F,N,N,135000,Working,Secondary / secondary special,Married,Municipal apartment,-12130,-798,Cooking staff,2
5009485,F,N,N,135000,Working,Secondary / secondary special,Married,Municipal apartment,-12130,-798,Cooking staff,2
6153632,F,N,N,135000,Working,Secondary / secondary special,Married,Municipal apartment,-12130,-798,Cooking staff,2
5009487,F,N,N,135000,Working,Secondary / secondary special,Married,House / apartment,-9736,-2870,,4
5009488,F,N,N,135000,Working,Secondary / secondary special,Married,House / apartment,-9736,-2870,,4
5009489,F,N,N,135000,Working,Secondary / secondary special,Married,House / apartment,-9736,-2870,,4
5009490,M,Y,N,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16196,-6218,Laborers,2
5009492,M,Y,N,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16196,-6218,Laborers,2
6153634,M,Y,N,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16196,-6218,Laborers,2
5009493,M,Y,N,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,Drivers,2
5009494,M,Y,N,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,Drivers,2
5009495,M,Y,N,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,Drivers,2
5009497,M,Y,N,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,Drivers,2
5009498,M,Y,N,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,Drivers,2
5009499,M,Y,N,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,Drivers,2
5009500,M,Y,N,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,Drivers,2
5009501,M,Y,N,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,Drivers,2
5009502,M,Y,N,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,Drivers,2
5009503,M,Y,N,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,Drivers,2
6153635,M,Y,N,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11706,-1164,Drivers,2
5009507,F,N,N,202500,Working,Higher education,Married,House / apartment,-16100,-4939,Core staff,2
5009508,F,N,N,202500,Working,Higher education,Married,House / apartment,-16100,-4939,Core staff,2
5009509,F,N,N,202500,Working,Higher education,Married,House / apartment,-16100,-4939,Core staff,2
5009510,F,N,N,202500,Working,Higher education,Married,House / apartment,-16100,-4939,Core staff,2
6153637,F,N,N,202500,Working,Higher education,Married,House / apartment,-16100,-4939,Core staff,2
5009512,F,N,N,157500,Working,Incomplete higher,Married,House / apartment,-16888,-2687,Core staff,2
5009513,F,N,N,157500,Working,Incomplete higher,Married,House / apartment,-16888,-2687,Core staff,2
5009515,F,N,N,157500,Working,Incomplete higher,Married,House / apartment,-16888,-2687,Core staff,2
5009516,F,N,N,157500,Working,Incomplete higher,Married,House / apartment,-16888,-2687,Core staff,2
5009517,F,N,N,157500,Working,Incomplete higher,Married,House / apartment,-16888,-2687,Core staff,2
6153638,F,N,N,157500,Working,Incomplete higher,Married,House / apartment,-16888,-2687,Core staff,2
6153639,F,N,N,157500,Working,Incomplete higher,Married,House / apartment,-16888,-2687,Core staff,2
5009518,M,Y,N,180000,Working,Incomplete higher,Married,House / apartment,-12463,-2170,Laborers,4
5009519,M,Y,N,180000,Working,Incomplete higher,Married,House / apartment,-12463,-2170,Laborers,4
5009521,M,Y,N,180000,Working,Incomplete higher,Married,House / apartment,-12463,-2170,Laborers,4
6153640,M,Y,N,180000,Working,Incomplete higher,Married,House / apartment,-12463,-2170,Laborers,4
5009523,M,Y,N,112500,Working,Secondary / secondary special,Separated,Co-op apartment,-11998,-1135,Laborers,2
5009525,M,Y,N,112500,Working,Secondary / secondary special,Separated,Co-op apartment,-11998,-1135,Laborers,2
5009526,F,Y,N,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,,2
5009527,F,Y,N,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,,2
5009529,F,Y,N,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,,2
5009530,F,Y,N,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,,2
5009531,F,Y,N,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,,2
5009533,F,Y,N,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,,2
5009534,F,Y,N,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,,2
5009535,F,Y,N,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,,2
6153642,F,Y,N,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,,2
6153643,F,Y,N,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13590,-982,,2
5009536,M,Y,N,216000,Working,Secondary / secondary special,Married,House / apartment,-15455,-890,Laborers,2
5009537,F,Y,N,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15527,-1744,Sales staff,2
5009540,F,Y,N,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15527,-1744,Sales staff,2
5009541,F,Y,N,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15527,-1744,Sales staff,2
6153652,F,Y,N,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15527,-1744,Sales staff,2
5009543,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009545,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009546,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009548,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009551,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009553,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009554,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009555,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009556,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009557,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009558,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009559,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009560,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009561,F,N,N,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,Laborers,2
5009562,F,N,N,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-20302,365243,,1
5009563,F,N,N,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-20302,365243,,1
5009564,F,N,N,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-20302,365243,,1
6153653,F,N,N,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-20302,365243,,1
5009565,M,Y,N,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,Laborers,2
5009566,M,Y,N,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,Laborers,2
5009567,M,Y,N,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,Laborers,2
5009568,M,Y,N,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,Laborers,2
5009569,M,Y,N,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,Laborers,2
5009570,M,Y,N,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,Laborers,2
5009571,M,Y,N,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,Laborers,2
5009572,M,Y,N,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,Laborers,2
5009573,M,Y,N,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,Laborers,2
5009574,M,Y,N,180000,Working,Secondary / secondary special,Married,House / apartment,-15153,-3143,Laborers,2
5009575,F,Y,N,315000,Working,Secondary / secondary special,Married,House / apartment,-17074,-798,Accountants,2
5009576,F,Y,N,315000,Working,Secondary / secondary special,Married,House / apartment,-17074,-798,Accountants,2
6153654,F,Y,N,315000,Working,Secondary / secondary special,Married,House / apartment,-17074,-798,Accountants,2
5009577,F,N,N,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21316,365243,,2
5009578,F,N,N,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21316,365243,,2
5009579,F,N,N,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21316,365243,,2
5009580,F,N,N,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21316,365243,,2
5009581,F,N,N,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21316,365243,,2
5009582,F,N,N,90000,Working,Secondary / secondary special,Separated,House / apartment,-11682,-678,Sales staff,1
5009583,F,N,N,90000,Working,Secondary / secondary special,Separated,House / apartment,-11682,-678,Sales staff,1
5009584,F,N,N,90000,Working,Secondary / secondary special,Separated,House / apartment,-11682,-678,Sales staff,1
5009585,F,N,N,45000,Working,Secondary / secondary special,Separated,House / apartment,-14374,-798,Sales staff,1
5009586,F,N,N,45000,Working,Secondary / secondary special,Separated,House / apartment,-14374,-798,Sales staff,1
5009590,F,Y,N,225000,Working,Secondary / secondary special,Married,House / apartment,-8488,-1835,,2
5009591,F,Y,N,225000,Working,Secondary / secondary special,Married,House / apartment,-8488,-1835,,2
5009592,F,N,N,112500,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-23532,365243,,1
5090748,F,N,N,112500,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-23532,365243,,1
5009593,F,Y,N,144000,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,Core staff,2
5009594,F,Y,N,144000,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,Core staff,2
5009595,F,Y,N,144000,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,Core staff,2
5009597,F,Y,N,144000,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,Core staff,2
5009599,F,Y,N,144000,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,Core staff,2
5009600,F,Y,N,144000,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,Core staff,2
5009602,F,Y,N,315000,Commercial associate,Higher education,Married,House / apartment,-13455,-2748,Sales staff,2
6153655,F,Y,N,315000,Commercial associate,Higher education,Married,House / apartment,-13455,-2748,Sales staff,2
5009603,F,N,N,112500,Working,Secondary / secondary special,Married,House / apartment,-12872,-3720,Sales staff,3
5009605,F,N,N,112500,Working,Secondary / secondary special,Married,House / apartment,-12872,-3720,Sales staff,3
5009606,F,N,N,112500,Working,Secondary / secondary special,Married,House / apartment,-12872,-3720,Sales staff,3
5009607,F,N,N,144000,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,High skill tech staff,4
5009608,F,N,N,144000,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,High skill tech staff,4
5009609,F,N,N,144000,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,High skill tech staff,4
5009610,F,N,N,144000,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,High skill tech staff,4
5009611,F,N,N,144000,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,High skill tech staff,4
5009612,F,N,N,144000,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,High skill tech staff,4
5009613,F,N,N,144000,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,High skill tech staff,4
5009614,F,N,N,144000,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,High skill tech staff,4
6153656,F,N,N,144000,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,High skill tech staff,4
5009617,M,Y,N,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-17367,365243,,2
5009618,M,Y,N,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-17367,365243,,2
6153657,M,Y,N,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-17367,365243,,2
5009620,M,Y,N,135000,Working,Secondary / secondary special,Married,House / apartment,-19056,-99,Drivers,2
5009622,M,Y,N,135000,Working,Secondary / secondary special,Married,House / apartment,-19056,-99,Drivers,2
5009623,M,Y,N,135000,Working,Secondary / secondary special,Married,House / apartment,-19056,-99,Drivers,2
5009624,M,Y,N,135000,Working,Secondary / secondary special,Married,House / apartment,-19056,-99,Drivers,2
5009625,F,N,N,238500,Working,Secondary / secondary special,Married,House / apartment,-19305,-3296,Laborers,2
5009627,F,N,N,238500,Working,Secondary / secondary special,Married,House / apartment,-19305,-3296,Laborers,2
5009628,F,N,N,238500,Working,Secondary / secondary special,Married,House / apartment,-19305,-3296,Laborers,2
5009629,F,N,N,238500,Working,Secondary / secondary special,Married,House / apartment,-19305,-3296,Laborers,2
6153658,F,N,N,238500,Working,Secondary / secondary special,Married,House / apartment,-19305,-3296,Laborers,2
6153659,F,N,N,238500,Working,Secondary / secondary special,Married,House / apartment,-19305,-3296,Laborers,2
5009631,F,N,N,112500,Working,Secondary / secondary special,Married,House / apartment,-9890,-2047,Laborers,2
5009632,F,N,N,112500,Working,Secondary / secondary special,Married,House / apartment,-9890,-2047,Laborers,2
6153660,F,N,N,112500,Working,Secondary / secondary special,Married,House / apartment,-9890,-2047,Laborers,2
5009633,M,Y,N,144000,Working,Incomplete higher,Married,House / apartment,-10049,-283,Drivers,3
5009634,M,Y,N,144000,Working,Incomplete higher,Married,House / apartment,-10049,-283,Drivers,3
5009636,F,N,N,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21426,365243,,2
5009637,F,N,N,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21426,365243,,2
5009638,F,N,N,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21426,365243,,2
5009639,F,N,N,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21426,365243,,2
5009642,M,N,N,202500,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8489,-921,,1
5009643,M,N,N,202500,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8489,-921,,1
5009646,M,N,N,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,Low-skill Laborers,1
5009647,M,N,N,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,Low-skill Laborers,1
5009648,M,N,N,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,Low-skill Laborers,1
5090751,M,N,N,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,Low-skill Laborers,1
6153670,M,N,N,117000,Working,Secondary / secondary special,Single / not married,House / apartment,-14689,-3661,Low-skill Laborers,1
5009651,F,N,N,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,,2
5009653,F,N,N,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,,2
5009654,F,N,N,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,,2
5009655,F,N,N,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,,2
5009656,F,N,N,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,,2
5009657,F,N,N,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,,2
5009658,F,N,N,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,,2
6153672,F,N,N,135000,State servant,Secondary / secondary special,Married,House / apartment,-18650,-10936,,2
5009660,M,N,N,225000,Working,Higher education,Single / not married,House / apartment,-10166,-1774,,1
5009661,M,N,N,225000,Working,Higher education,Single / not married,House / apartment,-10166,-1774,,1
5009662,M,N,N,225000,Working,Higher education,Single / not married,House / apartment,-10166,-1774,,1
5009663,M,N,N,225000,Working,Higher education,Single / not married,House / apartment,-10166,-1774,,1
5009664,F,N,N,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,,1
5009665,F,N,N,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,,1
5009666,F,N,N,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,,1
5009667,F,N,N,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,,1
5009668,F,N,N,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,,1
6153673,F,N,N,126000,Pensioner,Secondary / secondary special,Separated,House / apartment,-19191,365243,,1
5009671,F,N,N,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15805,-433,Core staff,2
5009672,F,N,N,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15805,-433,Core staff,2
5009673,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009674,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009675,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009676,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009677,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009678,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009680,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009681,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009682,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009683,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009684,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009685,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
5009686,F,N,N,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,,1
